,bottom_active_chlorophyll_a_g_l,bottom_ammonium_mg_l,bottom_bacteria_per_c_c_1909,bottom_coliform_log_no_ml,bottom_conductivity_s_m,bottom_depth_ysi_ft,bottom_dissolved_organic_carbon_ysi_mg_l,bottom_enterococci_bacteria_cells_100ml,bottom_fecal_coliform_bacteria_cells_100ml,bottom_five_day_biochemical_oxygen_demand_mg_l,bottom_fluorometer_mg_m3,bottom_nitrate_nitrite_mg_l,bottom_ortho_phosphorus_mg_l,bottom_pcb_plate_count_thous_ml,bottom_ph,bottom_salinity_psu,bottom_sample_depth_ft,bottom_sample_par_ue_s_ue_s_m2,bottom_sample_salinity_ysi_psu,bottom_sample_temperature_c,bottom_sample_temperature_ysi_c,bottom_sigma_t_kg_m3,bottom_silica_mg_l,bottom_total_kjeldhal_nitrogen_mg_l,bottom_total_phosphorus_mg_l,bottom_total_suspended_solid_mg_l,bottom_turbidity_ysi_nephelometric_turbidity_units,chlorophyll_bottom_sample_field_u_l_ysi,chlorophyll_top_sample_field_u_l_ysi,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,ctd_conductivity_temperature_depth_profiler_ph_bottom_sample,ctd_conductivity_temperature_depth_profiler_ph_top_sample,ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l,current_direction_current_direction,current_speed_knot,duplicate_sample,enterococcus_bottom_sample_less_than_or_greater_than_result,enterococcus_top_sample_less_than_or_greater_than_result,fecal_coliform_bottom_sample_less_than_or_greater_than_result,fecal_coliform_top_sample_less_than_or_greater_than_result,lat,light_trans_transparency_bottom_sample,light_trans_transparency_top_sample,long,oakwood_bod_bottom_sample_mg_l,oakwood_bod_top_sample_mg_l,oxidation_reduction_potential_mv_bottom_sample,oxidation_reduction_potential_mv_top_sample,percentage_o2_saturation_bottom_sample,percentage_o2_saturation_top_sample,sample_date,sample_time,sampling_comment,sampling_location,sea_state,secchi_depth_ft,site_actual_depth_ft,top_active_chlorophyll_a_g_l,top_ammonium_mg_l,top_bacteria_per_c_c_1909,top_bottom_coliform_cells_100_ml,top_coliform_log_no_ml,top_conductivity_s_m,top_dissolved_organic_carbon_mg_l,top_dissolved_organic_carbon_ysi_mg_l,top_enterococci_bacteria_cells_100ml,top_fecal_coliform_bacteria_cells_100ml,top_five_day_biochemical_oxygen_demand_mg_l,top_fluorometer_mg_m3,top_nitrate_nitrite_mg_l,top_ortho_phosphorus_mg_l,top_pcb_plate_count_thous_ml,top_ph,top_salinity_psu,top_sample_depth_ft,top_sample_depth_ysi_ft,top_sample_par_ue_s_m2,top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s,top_sample_salinity_ysi_psu,top_sample_temperature_c,top_sample_temperature_ysi_c,top_sigma_t_kg_m3,top_silica_mg_l,top_total_coliform_cells_100_ml,top_total_kjeldhal_nitrogen_mg_l,top_total_organic_carbon_mg_l,top_total_suspended_solid_mg_l,top_turbidity_nephelometric_turbidity_units,total_phosphorus_mg_l,type,weather_condition_dry_or_wet,wind_direction_wind_direction,wind_speed_mph,winkler_method_bottom_dissolved_oxygen_mg_l,winkler_method_top_dissolved_oxygen_mg_l,SITE,DESCRIPTION,LATITUDE,LONGITUDE
502,0.0,0.0,0.0,0.0,3.43,0.0,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27,23.08,19.0,0.0,0.0,21.83,0.0,1.29,0.0,0.0,0.0,3.8,0.0,0.0,3.83,0.0,0.0,0.0,0.0,E,0.6,0,0,0,0,0,40.785500,70.7,77.19,-73.860833,0.0,0.0,0.0,0.0,34.22,44.44,2004-08-09T00:00:00.000,12:08 PM,0,E6,1,5.0,18.0,2.6,0.616,0.0,0,0.0,3.36,2.97,3.37,1,2,0.0,0.0,0.324,0,0.0,7.32,22.22,5.0,0.0,0.0,0.0,0.0,22.61,0.0,2.63,2.68,0,1.34,0.0,10.6,0.0,0.238,Permanent,Dry,0,1,3.52,4.03,E6,Flushing Bay,-73.860833,40.7855
503,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,24.77,15.0,0.0,0.0,21.93,0.0,16.48,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,0,0,0,0,0,0,40.785500,0.0,0.0,-73.860833,0.0,0.0,0.0,0.0,0.0,0.0,2001-07-24T00:00:00.000,11:40 AM,0,E6,1,3.0,19.0,13.84,0.373,0.0,0,0.0,3.66,4.6,0.0,42,89,0.0,0.0,0.25,0.113,0.0,7.56,24.75,6.0,0.0,0.0,0.0,0.0,22.01,0.0,16.45,1.02,0,1.02,0.0,10.0,0.0,0.212,Permanent,Dry,SW,18,5.1,5.9,E6,Flushing Bay,-73.860833,40.7855
504,0.0,0.0,0.0,0.0,3.63,0.0,0.0,0.0,0.0,0.0,2.9466,0.0,0.0,0.0,7.36,24.43,17.0,24.43,0.0,22.17,0.0,16.17,2.518,0.0,0.0,11.0,0.0,0.0,0.0,4.14,0.0,0.0,4.28,N,0.5,0,0,<,0,0,40.785500,70.83,73.82,-73.860833,0.0,0.0,162.275,163.768,54.71,56.97,2014-08-04T00:00:00.000,11:29 AM,0,E6,1,4.0,19.0,5.26,0.313,0.0,0,0.0,3.65,2.74,0.0,2,283,0.0,3.527,0.292,0.152,0.0,7.34,24.37,3.0,0.0,1404.0,1195.1,0.0,22.51,0.0,16.03,2.549,0,0.667,0.0,8.0,0.0,0.284,Permanent,Wet,0,calm,4.34,4.59,E6,Flushing Bay,-73.860833,40.7855
505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.785500,0.0,0.0,-73.860833,0.0,0.0,0.0,0.0,0.0,0.0,1924-08-19T00:00:00.000,12:20 PM,0,E6,0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,26.25,0.0,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,2.19,2.55,E6,Flushing Bay,-73.860833,40.7855
506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.55,0.0,0.0,0.0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W,0,0,0,0,0,0,40.785500,0.0,0.0,-73.860833,0.0,0.0,0.0,0.0,0.0,0.0,1921-07-15T00:00:00.000,12:50 PM,0,E6,0,0.0,14.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,2.2,1.44,E6,Flushing Bay,-73.860833,40.7855
507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,0.0,0.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E,0,0,0,0,0,0,40.785500,0.0,0.0,-73.860833,3.0,6.2,0.0,0.0,0.0,0.0,1973-07-31T00:00:00.000,8:30 AM,0,E6,0,0.0,0.0,0.0,0.0,0.0,11000,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,25.1,0.0,0.0,0.0,0.0,0.0,21.1,0.0,0.0,0.0,22000,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,1.6,1.6,E6,Flushing Bay,-73.860833,40.7855
508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SL,0,0,0,0,0,0,40.785500,0.0,0.0,-73.860833,5.2,4.7,0.0,0.0,0.0,0.0,1973-06-20T00:00:00.000,8:25 AM,0,E6,0,0.0,0.0,0.0,0.0,0.0,49000,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,79000,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,4.0,3.4,E6,Flushing Bay,-73.860833,40.7855
509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,W,0,0,0,0,0,0,40.785500,0.0,0.0,-73.860833,0.0,0.0,0.0,0.0,0.0,0.0,2000-05-15T00:00:00.000,12:49 PM,0,E6,1,5.0,19.0,2.62,0.475,0.0,0,0.0,0.0,0.0,0.0,0,97,0.0,0.0,0.242,0.103,0.0,7.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0,0.97,3.34,11.0,0.0,0.142,Permanent,Dry,W,6,7.1,7.01,E6,Flushing Bay,-73.860833,40.7855
510,0.0,0.0,0.0,0.0,3.3,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,22.54,17.0,0.0,0.0,21.11,0.0,15.01,0.0,0.0,0.0,7.6,0.0,0.0,0.66,0.0,0.0,0.0,0.0,W,0.9,0,0,0,0,0,40.785500,73.53,80.08,-73.860833,0.0,0.0,0.0,0.0,29.36,28.17,2004-07-26T00:00:00.000,11:54 AM,0,E6,1,6.0,18.0,1.54,0.727,0.0,0,0.0,3.27,2.91,2.18,7,240,0.0,0.0,0.263,0,0.0,7.11,22.05,5.0,0.0,0.0,0.0,0.0,21.59,0.0,14.52,2.31,0,1.31,0.0,21.0,0.0,0.242,Permanent,Wet,E,11,2.92,3.1,E6,Flushing Bay,-73.860833,40.7855
511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42,E,0.2,0,0,<,0,0,40.644500,0.0,70.12,-73.854167,0.0,0.0,0.0,0.0,0.0,89.24,2013-08-28T00:00:00.000,1:01 PM,dark green water,SP2,1,3.0,15.0,28.7,0.55,0.0,0,0.0,4.23,4.1,0.0,1,52,0.0,15.5313,0.253,0.14,0.0,7.53,27.81,3.0,0.0,193.47,310.18,0.0,23.89,0.0,18.24,0.803,0,1.239,0.0,9.0,0.0,0.26,Permanent,Dry,S,5,0.0,6.45,SP2,Spring Creek,-73.854167,40.6445
512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,W,0.3,0,0,E,0,0,40.644500,0.0,0.0,-73.854167,0.0,0.0,0.0,0.0,0.0,122.07,2012-06-20T00:00:00.000,1:36 PM,0,SP2,1,2.0,10.0,23.6,0.042,0.0,0,0.0,3.91,3.6,0.0,4,40,0.0,85.9765,0.21,0.213,0.0,8.35,25.27,3.0,0.0,0.0,0.0,0.0,24.29,0.0,16.21,0.141,0,1.534,0.0,16.0,0.0,0.326,Permanent,Dry,W,12,0.0,14.2,SP2,Spring Creek,-73.854167,40.6445
513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.917636,0.0,0.0,-73.918217,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-10T00:00:00.000,8:07 AM,0,MVM,0,0.0,0.0,0.0,0.0,0.0,#N/A,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,#N/A,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,2.9,7.2,,,,
514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.917636,0.0,0.0,-73.918217,0.0,0.0,0.0,0.0,0.0,0.0,1982-07-29T00:00:00.000,4:36 PM,0,MVM,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,6.7,8.5,,,,
515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.917636,0.0,0.0,-73.918217,0.0,0.0,0.0,0.0,0.0,0.0,1982-07-29T00:00:00.000,4:36 PM,0,MVM,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,6.7,8.5,,,,
516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.917636,0.0,0.0,-73.918217,0.0,0.0,0.0,0.0,0.0,0.0,1987-08-27T00:00:00.000,3:35 PM,0,MVM,0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,3.4,3.3,,,,
517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.917636,0.0,0.0,-73.918217,0.0,0.0,0.0,0.0,0.0,0.0,1980-09-03T00:00:00.000,8:10 AM,0,MVM,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,3.1,5.1,,,,
518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.917636,0.0,0.0,-73.918217,0.0,0.0,0.0,0.0,0.0,0.0,1980-09-03T00:00:00.000,8:10 AM,0,MVM,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,3.1,5.1,,,,
519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SL,0,0,0,0,0,0,40.917636,0.0,0.0,-73.918217,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-10T00:00:00.000,11:16 AM,0,MVM,0,0.0,0.0,0.0,0.0,0.0,780,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,3100,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,1.9,7.7,,,,
520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SL,0,0,0,0,0,0,40.917636,0.0,0.0,-73.918217,0.0,0.0,0.0,0.0,0.0,0.0,1970-08-10T00:00:00.000,5:05 PM,0,MVM,0,0.0,0.0,0.0,0.0,0.0,4900,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,35000,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,2.5,8.0,,,,
521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.787777,0.0,0.0,-73.935832,1.7,1.8,0.0,0.0,0.0,0.0,1984-10-03T00:00:00.000,9:25 AM,0,H5,0,0.0,0.0,0.0,0.0,0.0,780,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,13000,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,6.8,5.9,,,,
522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.787777,0.0,0.0,-73.935832,1.7,1.8,0.0,0.0,0.0,0.0,1984-10-03T00:00:00.000,9:25 AM,0,H5,0,0.0,0.0,0.0,0.0,0.0,780,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,13000,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,6.8,5.9,,,,
523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.207,0.0,28.7,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SW,0,0,0,0,0,0,40.787777,0.0,0.0,-73.935832,0.0,0.0,0.0,0.0,0.0,0.0,1955-07-21T00:00:00.000,9:25 AM,0,H5,0,0.0,22.0,0.0,0.0,0.0,460,0.0,0.0,0.0,0.0,0,0,3.0,0.0,0.0,0,0.037,0.0,28.7,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,1.3,1.2,,,,
524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.787777,0.0,0.0,-73.935832,2.6,4.1,0.0,0.0,0.0,0.0,1970-07-13T00:00:00.000,9:10 AM,0,H5,0,0.0,0.0,0.0,0.0,0.0,49000,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,110000,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,1.7,3.7,,,,
525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SL,0,0,0,0,0,0,40.787777,0.0,0.0,-73.935832,0.0,0.0,0.0,0.0,0.0,0.0,1961-07-17T00:00:00.000,9:55 AM,0,H5,0,0.0,22.0,0.0,0.0,0.0,1100,0.0,0.0,0.0,0.0,0,0,5.0,0.0,0.0,0,0.0,0.0,26.25,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,1100,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,1.1,1.2,,,,
526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.787777,0.0,0.0,-73.935832,1.1,1.4,0.0,0.0,0.0,0.0,1985-07-08T00:00:00.000,10:03 AM,0,H5,0,0.0,0.0,0.0,0.0,0.0,4900,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,23.2,0.0,0.0,0.0,0.0,0.0,20.9,0.0,0.0,0.0,7900,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,3.7,3.9,,,,
527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.35,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.787777,0.0,0.0,-73.935832,0.0,0.0,0.0,0.0,0.0,0.0,1966-09-14T00:00:00.000,10:40 AM,0,H5,0,0.0,22.0,0.0,0.0,0.0,790,0.0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,0,0.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,0.0,700,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,3.0,4.9,,,,
528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.787777,0.0,0.0,-73.935832,1.5,1.6,0.0,0.0,0.0,0.0,1984-07-30T00:00:00.000,9:45 AM,0,H5,0,0.0,0.0,0.0,0.0,0.0,33000,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,33000,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,3.0,3.1,,,,
529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,0,0,0,0,0,0,40.787777,0.0,0.0,-73.935832,1.5,1.6,0.0,0.0,0.0,0.0,1984-07-30T00:00:00.000,9:45 AM,0,H5,0,0.0,0.0,0.0,0.0,0.0,33000,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,33000,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,3.0,3.1,,,,
530,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.9,0.0,27.3,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.787777,0.0,0.0,-73.935832,0.0,0.0,0.0,0.0,0.0,0.0,1950-08-23T00:00:00.000,12:55 PM,0,H5,0,0.0,22.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0,0,2.0,0.0,0.0,0,1.0,0.0,27.3,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,0.5,0.5,,,,
531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.787777,0.0,0.0,-73.935832,4.5,2.0,0.0,0.0,0.0,0.0,1985-09-23T00:00:00.000,9:40 AM,0,H5,0,0.0,0.0,0.0,0.0,0.0,3300,0.0,0.0,0.0,0.0,0,200,0.0,0.0,0.0,0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,3300,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,3.7,3.6,,,,
532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.787777,0.0,0.0,-73.935832,0.9,1.6,0.0,0.0,0.0,0.0,1980-06-30T00:00:00.000,1:21 PM,0,H5,0,0.0,0.0,0.0,0.0,0.0,27000,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,21.1,0.0,0.0,0.0,13000,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,4.2,4.3,,,,
533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,0,0,0,0,0,0,40.787777,0.0,0.0,-73.935832,0.9,1.6,0.0,0.0,0.0,0.0,1980-06-30T00:00:00.000,1:21 PM,0,H5,0,0.0,0.0,0.0,0.0,0.0,27000,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,21.1,0.0,0.0,0.0,13000,0.0,0.0,0.0,0.0,0.0,Permanent,unknown,0,0,4.2,4.3,,,,
